,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Developer,Rating
11560,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,
11561,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012.0,Action,Alchemist,0.0,0.0,0.08,0.0,0.08,,,,
11562,Jimmie Johnson's Anything With an Engine,PS3,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,67.0,6.8,Isopod Labs,E10+
11563,MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,79.0,5.4,Mix Max,T
11564,Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,
11565,Party Pigs: Farmyard Games,Wii,2009.0,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07,,,Data Design Interactive,E
11566,Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.07,,,,
11567,Grand Ages: Medieval,PS4,2015.0,Strategy,Kalypso Media,0.0,0.05,0.02,0.01,0.07,64.0,7.1,Gaming Minds Studios,T
11568,Wizardry: Llylgamyn Saga,PS,1998.0,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07,,,,
11569,Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.04,0.0,0.01,0.07,,,,
11570,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11571,Gale Racer,SAT,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11572,In The Groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,72.0,9.0,Roxor Games,E
11573,The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,6.3,Taito Corporation,E10+
11574,Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07,,,,
11575,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.07,72.0,,SCEE London Studio,E
11576,Baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.01,0.07,50.0,8.1,Sting,T
11577,Lost Dimension,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,7.3,FuRyu,T
11578,Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,0.04,0.03,0.0,0.01,0.07,,,,
11579,AKB1/149: Love Election,PSV,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11580,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008.0,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,
11581,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11582,Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,74.0,7.5,Taito Corporation,E
11583,Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,,,,
11584,Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,,,,
11585,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11586,Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.0,0.07,,,,
11587,Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11588,Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,
11589,Divinity: Original Sin,XOne,2015.0,Role-Playing,Focus Home Interactive,0.04,0.03,0.0,0.01,0.07,,,,
11590,Little League World Series Baseball: Double Play,DS,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.07,,,Activision,E
11591,Hakuouki DS,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,
11592,Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,,,,
11593,Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.07,50.0,6.2,AWE Games,T
11594,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11595,Grease Dance,PS3,2011.0,Misc,505 Games,0.05,0.02,0.0,0.01,0.07,,,505 Games,T
11596,Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,59.0,6.6,UDS,T
11597,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,
11598,The History Channel: Battle for the Pacific,PS3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,36.0,2.4,Activision,T
11599,Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,Natsume,0.07,0.0,0.0,0.01,0.07,,,Success,E
11600,Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,75.0,7.9,Ubisoft,E
11601,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,,,
11602,Superman Returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.07,33.0,4.9,EA Tiburon,E
11603,My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.06,0.0,0.01,0.07,,,,
11604,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,78.0,8.8,Capcom,E
11605,Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,,,,
11606,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,,,
11607,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.07,60.0,8.0,Krome Studios,E10+
11608,Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11609,Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,,,
11610,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.07,82.0,8.5,EA Canada,T
11611,Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,,,,
11612,And1 Streetball,XB,2006.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,,,,
11613,Gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,82.0,8.8,LucasArts,T
11614,The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.07,51.0,5.3,Blade Interactive,T
11615,PhotoKano,PSV,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,
11616,Warriors Orochi 3,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,
11617,Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07,,,,
11618,Blood Drive,PS3,2010.0,Racing,Activision,0.07,0.0,0.0,0.01,0.07,47.0,7.0,Sidhe Interactive,M
11619,Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,,,,
11620,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013.0,Sports,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11621,Summon Night 4,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11622,Escape Dead Island,PS3,2014.0,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,3.5,Fatshark AB,M
11623,Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.01,0.07,83.0,8.0,Runic Games,T
11624,Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.07,61.0,6.0,Blitz Games,E
11625,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.06,0.0,0.0,0.01,0.07,70.0,8.2,Rebellion,T
11626,Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11627,Disney's Planes,3DS,2013.0,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07,,4.3,TOSE,E
11628,Winx Club,GBA,2005.0,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,,,Rainbow Studios,E
11629,World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.07,,,505 Games,E
11630,Classic Road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,,,,
11631,Cartoon Network: Punch Time Explosion XL,X360,2011.0,Fighting,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,,,,
11632,Utawarerumono: Itsuwari no Kamen,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,,,,
11633,Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,49.0,5.5,Mad Catz,T
11634,My Fun Facts Coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.07,,,Powerhead Games,E
11635,The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11636,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11637,Open Season,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.07,,,Ubisoft,E10+
11638,Mega Man Xtreme,GB,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,
11639,America's Next Top Model,Wii,2010.0,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,,,Neopica,E10+
11640,Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,75.0,,Hudson,E
11641,F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.02,0.05,0.0,0.01,0.07,79.0,7.8,Monolith Productions,M
11642,Margot's Word Brain,DS,2008.0,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07,,,Slam Games,E10+
11643,Toy Soldiers: War Chest,PS4,2015.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,7.7,Krome Studios,
11644,Godai: Elemental Force,PS2,2002.0,Action,3DO,0.04,0.03,0.0,0.01,0.07,27.0,3.8,3DO,T
11645,Chronicles of Mystery: The Secret Tree of Life,DS,2011.0,Adventure,City Interactive,0.03,0.04,0.0,0.01,0.07,78.0,,City Interactive,E10+
11646,Still Life,XB,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,70.0,8.2,Microids,M
11647,Big Mutha Truckers 2,XB,2005.0,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07,50.0,3.4,Eutechnyx,M
11648,Hang On GP,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,
11649,Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07,,,,
11650,SpongeBob's Truth or Square,X360,2009.0,Action,THQ,0.03,0.04,0.0,0.0,0.07,,6.5,Heavy Iron Studios,E
11651,Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,
11652,"Sesame Street: Ready, Set, Grover!",DS,2011.0,Misc,Warner Bros. Interactive Entertainment,0.07,0.0,0.0,0.01,0.07,,,,
11653,I-Ninja,XB,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,75.0,8.4,Argonaut Games,T
11654,Sigma Harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,,,,
11655,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.07,,,,
11656,The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.07,82.0,8.6,EA LA,T
11657,Kessen III,PS2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,73.0,8.1,Koei,T
11658,Learn Geography,DS,2009.0,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.0,0.07,,,Trine Games,E
11659,Harlem Globetrotters: World Tour,DS,2006.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,,,Full Fat,E
11660,The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,61.0,7.0,SNK Playmore,T
11661,Summon Night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,
11662,Aero Elite: Combat Academy,PS2,2002.0,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,64.0,7.0,Sega AM2,E
11663,"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.07,,,,
11664,Wrath Unleashed,PS2,2004.0,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,64.0,6.0,Double Helix Games,T
11665,Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,,,,
11666,Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.07,72.0,7.7,Larian Studios,M
11667,Pong / Asteroids / Yars' Revenge,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,DSI Games,E
11668,Commandos 2: Men of Courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,67.0,8.4,Pyro Studios,T
11669,Emergency 2012,PC,2010.0,Simulation,Deep Silver,0.02,0.04,0.0,0.01,0.07,61.0,6.2,ValuSoft,T
11670,Winter Sports 2: The Next Challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07,41.0,,49Games,E
11671,NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,,,,
11672,Busou Shinki: Battle Masters,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11673,Overlord: Minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07,58.0,5.5,Climax Group,E10+
11674,Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,
11675,Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,,,,
11676,Fairy Fencer F: Advent Dark Force,PS4,2015.0,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,71.0,6.2,Compile Heart,T
11677,Harukanaru Toki no Naka de 4,PS2,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,
11678,Roogoo Attack!,DS,2009.0,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07,68.0,,SpiderMonk,E
11679,Maximum Chase,XB,2002.0,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,56.0,,Genki,T
11680,Prey the Stars,DS,2008.0,Action,Tecmo Koei,0.07,0.0,0.0,0.01,0.07,66.0,,Koei Canada,E
11681,Winning Post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,,,,
11682,Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07,,,,
11683,G Darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,,,,
11684,Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,
11685,SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11686,Alvin and the Chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,4.5,Sensory Sweep,E
11687,Hearts of Iron III,PC,2009.0,Strategy,Paradox Interactive,0.02,0.04,0.0,0.01,0.07,77.0,7.1,Paradox Development Studio,E10+
11688,Picture Perfect Hair Salon,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,,,505 Games,E
11689,River King: Mystic Valley (US sales),DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,,,,
11690,Kengo: Legend of The 9,X360,2006.0,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,4.1,Genki,M
11691,Romance of the Three Kingdoms XI,PS2,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,69.0,8.4,Koei,E10+
11692,Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,73.0,7.3,Irem,E10+
11693,Model * Oshare Audition: Dream Girl,3DS,2013.0,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,,,,
11694,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11695,Dark Souls III,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07,89.0,8.6,From Software,M
11696,Petz Fantasy 3D,3DS,2011.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07,,,Digital Kids,E
11697,WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.07,,,,
11698,Archer Maclean's 3D Pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,,,,
11699,Tak: The Great Juju Challenge,XB,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07,75.0,,Avalanche Software,E
11700,TMNT: Mutant Melee,GC,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,44.0,2.8,Konami Computer Entertainment Hawaii,T
11701,Combat: Task Force 121,XB,2005.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,44.0,8.5,Direct Action Games,M
11702,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11703,Goosebumps HorrorLand,PS2,2008.0,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07,,,Gusto Games,E10+
11704,Exhibition Volume 4,XB,2003.0,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,,,,
11705,Viewpoint,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,,,,
11706,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11707,Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,
11708,Stacked with Daniel Negreanu,PS2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,63.0,5.3,5000ft,T
11709,Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,
11710,The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,,,,
11711,Rapala Pro Bass Fishing 2010,PSP,2010.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07,,,FUN Labs,E
11712,Let's Ride! Friends Forever,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.01,0.07,,,,
11713,Circus Maximus: Chariot Wars,XB,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.07,67.0,5.0,Kodiak Interactive,T
11714,Squishy Tank,DS,2010.0,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07,,,Natsume,E
11715,Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,,,Global A,E10+
11716,Discovery Kids: Parrot Pals,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,,,505 Games,E
11717,Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,
11718,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11719,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11720,Elements of Destruction,DS,2007.0,Strategy,THQ,0.07,0.0,0.0,0.01,0.07,,,Black Lantern Studios,E10+
11721,Serious Sam: Next Encounter,PS2,2004.0,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,65.0,7.8,Climax Group,M
11722,Eiken DS,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,
11723,Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11724,Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,54.0,1.4,Ubisoft Shanghai,T
11725,E.X. Troopers,3DS,2012.0,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,,,,
11726,The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.01,0.05,0.0,0.0,0.07,,,,
11727,J Legend Retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11728,SpongeBob's Truth or Square,PSP,2009.0,Action,THQ,0.02,0.04,0.0,0.01,0.07,,,Heavy Iron Studios,E
11729,Monster Racers,DS,2009.0,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07,70.0,9.0,Koei,E
11730,The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,,,,
11731,DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,
11732,Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.04,0.02,0.0,0.02,0.07,,,,
11733,Pro Farm 1,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,,,,
11734,Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07,66.0,,Torus Games,E
11735,Rock Band Country Track Pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07,,,Electronic Arts,E10+
11736,Speed Zone,Wii,2009.0,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,37.0,3.8,Awesome Play Ltd.,E
11737,All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,,,,
11738,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,
11739,Jewel Time Deluxe,DS,2011.0,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07,,,Oxygen Interactive,E
11740,James Cameron's Dark Angel,XB,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,47.0,8.3,Radical Entertainment,T
11741,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,,,,
11742,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,37.0,5.9,Creat Studios,M
11743,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,,,,
11744,Generator Rex: Agent of Providence,PS3,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,Virtuos,E10+
11745,Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,,,,
11746,Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,,,,
11747,NCAA College Football 2K3,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,70.0,,Avalanche Software,E
11748,Karaoke Revolution Party,GC,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,,Harmonix Music Systems,E10+
11749,Crayola: Colorful Journey,Wii,2009.0,Misc,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,,,StudioBlack Games,E
11750,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,
11751,Jumper: Griffin's Story,PS2,2008.0,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,,4.2,Collision Studios,T
11752,Operation Darkness,X360,2007.0,Role-Playing,Success,0.07,0.0,0.0,0.01,0.07,46.0,7.0,Success,M
11753,Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.04,0.02,0.0,0.01,0.07,,,exozet,E10+
11754,Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,
11755,Galerians: Ash,PS2,2002.0,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,50.0,7.9,Polygon Magic,T
11756,Jimmie Johnson's Anything With an Engine,Wii,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.0,0.07,,,Isopod Labs,E10+
11757,R-Type Command,PSP,2007.0,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,69.0,6.5,Irem,E10+
11758,Just Dance: Disney Party 2,XOne,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,Ubisoft,E
11759,Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,,,,
11760,Haunting Ground,PS2,2005.0,Action,Capcom,0.03,0.03,0.0,0.01,0.07,67.0,8.8,Capcom,M
11761,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,
11762,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,,,,
11763,Grand Kingdom,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.03,0.0,0.03,0.01,0.07,78.0,8.1,Spike Chunsoft,T
